หมวดหมู่หลัก (TH),หมวดหมู่หลัก (CN),หมวดหมู่ย่อย (TH),หมวดหมู่ย่อย (CN),กลุ่มสินค้า (TH),ชื่อสินค้า (TH),ชื่อสินค้า (CN),SKU,Slug (รหัสสินค้า),โฟลเดอร์ที่ต้องวางรูป
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจปากตาย-แหวน,ประแจรวมฟรี 16mm (10 ตัว/กล่อง) YT-409016,精品棘轮两用扳手16（10把/盒）YT-409016,JLB-JP-16,11-03-03-038,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-03-liang-yong-ban-shou/11-03-03-038/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจปากตาย-แหวน,ประแจรวมฟรี 17mm (10 ตัว/กล่อง) YT-409017,精品棘轮两用扳手17（10把/盒）YT-409017,JLB-JP-17,11-03-03-039,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-03-liang-yong-ban-shou/11-03-03-039/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจปากตาย-แหวน,ประแจรวมฟรี 19mm (10 ตัว/กล่อง) YT-409019,精品棘轮两用扳手19（10把/盒）YT-409019,JLB-JP-19,11-03-03-040,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-03-liang-yong-ban-shou/11-03-03-040/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจปากตาย-แหวน,ประแจรวมฟรี 20mm (5 ตัว/กล่อง) YT-40902,精品棘轮两用扳手20（5把/盒）YT-40902,JLB-JP-20,11-03-03-041,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-03-liang-yong-ban-shou/11-03-03-041/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจปากตาย-แหวน,ประแจรวมฟรี 22mm (5 ตัว/กล่อง) YT-409022,精品棘轮两用扳手22（5把/盒）YT-409022,JLB-JP-22,11-03-03-042,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-03-liang-yong-ban-shou/11-03-03-042/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจปากตาย-แหวน,ประแจรวมฟรี 30mm (5 ตัว/กล่อง) YT-409030,精品棘轮两用扳手30（5把/盒）YT-409030,JLB-JP-30,11-03-03-043,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-03-liang-yong-ban-shou/11-03-03-043/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจปากตาย-แหวน,ประแจรวมฟรี 32mm (5 ตัว/กล่อง) YT-409032,精品棘轮两用扳手32（5把/盒）YT-409032,JLB-JP-32,11-03-03-044,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-03-liang-yong-ban-shou/11-03-03-044/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจปากตาย-แหวน,ประแจรวม 20mm,两用扳手20,LYB-PT-20,11-03-03-045,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-03-liang-yong-ban-shou/11-03-03-045/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจปากตาย-แหวน,ประแจรวม 25mm,两用扳手25,LYB-PT-25,11-03-03-046,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-03-liang-yong-ban-shou/11-03-03-046/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจปากตาย-แหวน,ประแจรวม 27mm,两用扳手27,LYB-PT-27,11-03-03-047,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-03-liang-yong-ban-shou/11-03-03-047/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจปากตาย-แหวน,ประแจรวม 41mm,两用扳手41,LYB-PT-41,11-03-03-048,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-03-liang-yong-ban-shou/11-03-03-048/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 2mm (300 ตัว/กล่อง) YT-S20120,内六角扳手2”B（300支/盒）YT-S20120,NLJ-BT-02,11-03-04-001,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-001/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 2.5mm (250 ตัว/กล่อง) YT-S20125,内六角扳手2.5”B（250支/盒）YT-S20125,NLJ-BT-25,11-03-04-002,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-002/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 3mm (200 ตัว/กล่อง) YT-S20130,内六角扳手3”B（200支/盒）YT-S20130,NLJ-BT-03,11-03-04-003,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-003/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 4mm (112 ตัว/กล่อง) YT-S20140,内六角扳手4”B（112支/盒）YT-S20140,NLJ-BT-04,11-03-04-004,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-004/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 5mm (84 ตัว/กล่อง) YT-S20150,内六角扳手5”B（84支/盒）YT-S20150,NLJ-BT-05,11-03-04-005,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-005/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 6mm (60 ตัว/กล่อง) YT-S20160,内六角扳手6”B（60支/盒）YT-S20160,NLJ-BT-06,11-03-04-006,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-006/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 8mm (20 ตัว/กล่อง) YT-S20180,内六角扳手8”B（20支/盒）YT-S20180,NLJ-BT-08,11-03-04-007,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-007/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 10mm (16 ตัว/กล่อง) YT-S20110,内六角扳手10”B（16支/盒）YT-S20110,NLJ-BT-10,11-03-04-008,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-008/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 14mm (6 ตัว/กล่อง) YT-S20114,内六角扳手14”B（6支/盒）YT-S20114,NLJ-BT-14,11-03-04-009,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-009/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 16mm (4 ตัว/กล่อง) YT-S20116,内六角扳手16”B（4支/盒）YT-S20116,NLJ-BT-16,11-03-04-010,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-010/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 17mm (4 ตัว/กล่อง) YT-S20117,内六角扳手17”B（4支/盒）YT-S20117,NLJ-BT-17,11-03-04-011,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-011/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 18mm (4 ตัว/กล่อง) YT-S20118,内六角扳手18”B（4支/盒）YT-S20118,NLJ-BT-18,11-03-04-012,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-012/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 19mm (4 ตัว/กล่อง) YT-S20119,内六角扳手19”B（4支/盒）YT-S20119,NLJ-BT-19,11-03-04-013,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-013/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 22mm (20 ตัว/หีบ) YT-S20122,内六角扳手22”B（20支/件）YT-S20122,NLJ-BT-22,11-03-04-014,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-014/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 24mm (10 ตัว/หีบ) YT-S20124,内六角扳手24”B（10支/件）YT-S20124,NLJ-BT-24,11-03-04-015,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-015/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยม 27mm (8 ตัว/หีบ) YT-S20127,内六角扳手27”B（8支/件）YT-S20127,NLJ-BT-27,11-03-04-016,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-016/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยมหัวดาว (Torx) เกรดกลาง T12-T55 (6 ตัว/กล่อง) YT-11446,1446中长梅花内六角扳手中长(T12-T55)（6把/盒）YT-11446,NLJ-ZM-1255,11-03-04-017,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-017/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยมระบบนิ้ว เกรดกลาง 1/16”-3/8” (6 ตัว/กล่อง) YT-11444,英制中长内六角好1/16”-3/8”(英制中长)（6把/盒）YT-11444,NLJ-YZ-0138,11-03-04-018,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-018/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยมระบบมิล เกรดกลาง 1.5-10mm (6 ตัว/กล่อง) YT-11442,公制中长内六角好1.5mm-10mm(公制中长)（6把/盒）YT-11442,NLJ-GZ-1510,11-03-04-019,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-019/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยมระบบนิ้วแบบยาว 1/16”-3/8” (12 ตัว/กล่อง) YT-430004,加长内六角扳手英制B1/16”-3/8”(英制)（12把/盒）YT-430004,NLJ-JY-0138,11-03-04-020,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-020/
เครื่องมือช่างและเครื่องมือวัด,工具量具,ประแจ,扳手类,ประแจหกเหลี่ยมใน (แอล),ประแจหกเหลี่ยมระบบมิลแบบยาว 1.5-10mm (12 ตัว/กล่อง) YT-430003,加长内六角扳手公制B1.5mm-10mm(公制)（12把/盒）YT-430003,NLJ-JG-1510,11-03-04-021,public/products/11-gong-ju-liang-ju/11-03-ban-shou-lei/11-03-04-nei-liu-jiao-ban-shou/11-03-04-021/
